"l_english":""
"":""
" personality_traitdesc.trait.humble0":"[GetTrait('humble').GetName( ROOT.Char )]"
" personality_traitdesc.trait.lustful0":"[GetTrait('lustful').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.chaste0: [GetTrait('chaste').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.chaste0":"[GetTrait('chaste').GetName( ROOT.Char )]"
" personality_traitdesc.trait.gregarious0":"[GetTrait('gregarious').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.shy0: [GetTrait('shy').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.shy0":"[GetTrait('shy').GetName( ROOT.Char )]"
" personality_traitdesc.trait.generous0":"[GetTrait('generous').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.greedy0: [GetTrait('greedy').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.greedy0":"[GetTrait('greedy').GetName( ROOT.Char )]"
" personality_traitdesc.trait.ambitious0":"[GetTrait('ambitious').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.content0: [GetTrait('content').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.content0":"[GetTrait('content').GetName( ROOT.Char )]"
" personality_traitdesc.trait.impatient0":"[GetTrait('impatient').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.patient0: [GetTrait('patient').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.patient0":"[GetTrait('patient').GetName( ROOT.Char )]"
" personality_traitdesc.trait.temperate0":"[GetTrait('temperate').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.gluttonous0: [GetTrait('gluttonous').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.gluttonous0":"[GetTrait('gluttonous').GetName( ROOT.Char )]"
" personality_traitdesc.trait.diligent0":"[GetTrait('diligent').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.lazy0: [GetTrait('lazy').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.lazy0":"[GetTrait('lazy').GetName( ROOT.Char )]"
" personality_traitdesc.trait.wrathful0":"[GetTrait('wrathful').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.calm0: [GetTrait('calm').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.calm0":"[GetTrait('calm').GetName( ROOT.Char )]"
" personality_traitdesc.trait.deceitful0":"[GetTrait('deceitful').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.honest0: [GetTrait('honest').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.honest0":"[GetTrait('honest').GetName( ROOT.Char )]"
" personality_traitdesc.trait.craven0":"[GetTrait('craven').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.brave0: [GetTrait('brave').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.brave0":"[GetTrait('brave').GetName( ROOT.Char )]"
" personality_traitdesc.trait.arbitrary0":"[GetTrait('arbitrary').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.just0: [GetTrait('just').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.just0":"[GetTrait('just').GetName( ROOT.Char )]"
" personality_traitdesc.trait.cynical0":"[GetTrait('cynical').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.zealous0: [GetTrait('zealous').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.zealous0":"[GetTrait('zealous').GetName( ROOT.Char )]"
" personality_traitdesc.trait.paranoid0":"[GetTrait('paranoid').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.trusting0: [GetTrait('trusting').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.trusting0":"[GetTrait('trusting').GetName( ROOT.Char )]"
" personality_traitdesc.trait.compassionate0":"[GetTrait('compassionate').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.callous0: [GetTrait('callous').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.callous0":"[GetTrait('callous').GetName( ROOT.Char )]"
" personality_traitdesc.trait.sadistic0":"[GetTrait('sadistic').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.forgiving0: [GetTrait('forgiving').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.forgiving0":"[GetTrait('forgiving').GetName( ROOT.Char )]"
" personality_traitdesc.trait.vengeful0":"[GetTrait('vengeful').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.stubborn0: [GetTrait('stubborn').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
" personality_traitdesc.trait.stubborn0":"[GetTrait('stubborn').GetName( ROOT.Char )]"
" personality_traitdesc.trait.fickle0":"[GetTrait('fickle').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.notrait0: ввічлив"""
" personality_traitdesc.trait.notrait0":"м'який"
" TRAIT_CATEGORY_CHILDHOOD0":"[childhood_trait|E]"
" TRAIT_CATEGORY_PERSONALITY0":"[personality_trait|E]"
" TRAIT_CATEGORY_LIFESTYLE0":"[lifestyle_trait|E]"
" TRAIT_CATEGORY_COMMANDER0":"[commander_trait|E]"
" TRAIT_CATEGORY_EDUCATION0":"[education_trait|E]"
" TRAIT_CATEGORY_PHYSICAL0":"[physical_trait|E]"
" TRAIT_CATEGORY_FAME0":"[fame_trait|E]"
" TRAIT_CATEGORY_HEALTH0":"[health_trait|E]"
" TRAIT_CATEGORY_COURT_TYPE0":"[court_type_trait|E]"
" TRAIT_CATEGORY_BASE0":"[trait|E]"
