"l_english":""
" hinduism_fate_god_name0":"карма"
" hinduism_fate_god_name_possessive0":"карми"
" hinduism_knowledge_god_name0":"Сарасваті"
" hinduism_knowledge_god_name_possessive0":"Сарасвати"
" hinduism_war_god_name0":"Калі"
" hinduism_war_god_name_possessive0":"Калі"
" hinduism_trickster_god_name0":"Крішна"
" hinduism_trickster_god_name_possessive0":"Крішни"
" hinduism_night_god_name0":"Ніндра"
" hinduism_night_god_name_possessive0":"Ніндри"
" hinduism_water_god_name0":"Ямі"
" hinduism_water_god_name_possessive0":"Ямський"
"":""
" #Vaishnavism":""
" vaishnavism0":"Вішнавізм"
" vaishnavism_adj0":"Вішнавіт"
" vaishnavism_adherent0":"Вішнава"
" vaishnavism_adherent_plural0":"Вішнавіти"
" vaishnavism_desc0":"У вайшнавізмі Вішну є Верховним Господом, а найважливішими девами є його численні втілені аватари, такі як Рама і Крішна. Кожне з цих різноманітних втілень працює над відновленням балансу у Всесвіті."
" vaishnavism_high_god_name0":"Вішну"
" vaishnavism_high_god_name_20":"$vaishnavism_high_god_name$ # Optional translation alt"
" vaishnavism_high_god_name_possessive0":"Вішни"
"":""
" vaishnavism_wealth_god_name0":"Лакішмі"
" vaishnavism_wealth_god_name_possessive0":"Лакішми"
" vaishnavism_knowledge_god_name0":"Хаягріва"
" vaishnavism_knowledge_god_name_possessive0":"Хаягріви"
" vaishnavism_war_god_name0":"Джагганат"
" vaishnavism_war_god_name_possessive0":"Джагганат"
" vaishnavism_trickster_god_name0":"Крішна"
" vaishnavism_trickster_god_name_possessive0":"Крішна"
"":""
" #Shaivism":""
" shaivism0":"Шіванізм"
" shaivism_adj0":"Шіваіт"
" shaivism_adherent0":"Шіваіт"
" shaivism_adherent_plural0":"Шіваіти"
" shaivism_desc0":"Шіваїти поклоняються Шиві, творцю і руйнівнику світів, як Вищій Істоті, яка існує в усьому. Подібно до того, як Шива працює, щоб підтримувати рівновагу та зберігати всесвіт, вірні повинні прагнути внести баланс у своє життя."
" shaivism_high_god_name0":"Шіва"
" shaivism_high_god_name_20":"$shaivism_high_god_name$ # Optional translation alt"
" shaivism_high_god_name_possessive0":"Шіви"
"":""
" shaivism_health_god_name0":"Вайтісваран"
" shaivism_health_god_name_possessive0":"Вайтісварана"
" shaivism_fertility_god_name0":"Парваті"
" shaivism_fertility_god_name_possessive0":"Парваті"
" shaivism_wealth_god_name0":"Бхайрава"
" shaivism_wealth_god_name_possessive0":"Бхайрави"
" shaivism_household_god_name0":"Мунішварар"
" shaivism_household_god_name_possessive0":"Мунішварари"
" shaivism_knowledge_god_name0":"Дакшинамурті"
" shaivism_knowledge_god_name_possessive0":"Дакшинамурти"
" shaivism_war_god_name0":"Вирабхадра"
" shaivism_war_god_name_possessive0":"Вирабхадра"
"":""
" #Srikula Shaktism":""
" srikula_shaktism0":"Шрікула Шактізм"
" srikula_shaktism_adj0":"Шрікула"
" srikula_shaktism_adherent0":"Шрікулайт"
" srikula_shaktism_adherent_plural0":"Шрікулайти"
" srikula_shaktism_desc0":"Шактизм вірить у Велику Богиню як Вищу Істоту, з якої походить усе існування. Шрікула поклоняється Тріпурі Сундарі як найвищому аспекту Богині та джерелу всієї Шакті, енергії всесвіту."
" shaktism_good_god_sundari0":"Тріпура Сундарі"
" shaktism_good_god_sundari_20":"$shaktism_good_god_sundari$ # Optional translation alt"
" shaktism_good_god_sundari_possessive0":"Тріпурі Сундари"
" shaktism_good_god_devi0":"Деві"
" shaktism_good_god_parvati0":"Парваті"
" shaktism_good_god_kali0":"Калі"
" shaktism_good_god_kali_20":"$shaktism_good_god_kali$ # Optional translation alt"
" shaktism_good_god_kali_possessive0":"Калі"
" shaktism_good_god_chandi0":"Чанді"
"":""
" #Kalikula Shaktism":""
" kalikula_shaktism0":"Калікула Шактізм"
" kalikula_shaktism_adj0":"Калікула"
" kalikula_shaktism_adherent0":"Калікуліст"
" kalikula_shaktism_adherent_plural0":"Калікуліти"
" kalikula_shaktism_desc0":"Шактизм вірить у Велику Богиню як Вищу Істоту, з якої походить усе існування. Калікула поклоняється Калі як тому, хто може дати керівництво, гарне переродження і, зрештою, мокшу."
"":""
" #Smartism":""
" smartism0":"Смартизм"
" smartism_adj0":"Смарта"
" smartism_adherent0":"Смарта"
" smartism_adherent_plural0":"Смарти"
" smartism_desc0":"Традиція Смарти відкидає поклоніння окремим богам. Брахман єдиний і вічний, а Вішну, Деві, Шива, Ганеш і Сурья поклоняються як рівноправні аватари Вищої Істоти. Будь-яке індивідуальне поклоніння є кроком до досягнення розуміння і єдності з Брахманом."
"":""
" smartism_health_god_name0":"Вішну"
" smartism_health_god_name_possessive0":"Вішни"
" smartism_household_god_name0":"Шіва"
" smartism_household_god_name_possessive0":"Шіви"
" smartism_knowledge_god_name0":"Ганеш"
" smartism_knowledge_god_name_possessive0":"Ганеши"
" smartism_war_god_name0":"Деві"
" smartism_war_god_name_possessive0":"Деви"
"":""
" #Krishnaism":""
" krishnaism0":"Крішнаїзм"
" krishnaism_adj0":"Крішнаїт"
" krishnaism_adherent0":"Крішнаїт"
" krishnaism_adherent_plural0":"Крішнаїти"
" krishnaism_desc0":"Крішна є справжньою формою Вищої Істоти, а Вішну є його аватаром, коли він приймає форму всемогутнього. Через свої божественні аватари він присутній у всьому."
" krishnaism_high_god_name0":"Крішна"
" krishnaism_high_god_name_20":"$krishnaism_high_god_name$ # Optional translation alt"
" krishnaism_high_god_name_possessive0":"Крішни"
"":""
" #Advaitism":""
" advaitism0":"Адвайта Віданта"
" advaitism_adj0":"Адвайта"
" advaitism_adherent0":"Адвайта Відантіст"
" advaitism_adherent_plural0":"Адвайта Відантісти"
" advaitism_desc0":"На відміну від багатьох індуїстських вірувань, Адвайта-Веданта наголошує на єдності Атмана, справжнього «я», з Брахманом, найістиннішою реальністю, і вірить, що мокша може бути досягнута як у житті, так і в смерті."
